FeatureID	FeatureType	Contig	Strand	Left End	Right End	Num Intervals	FeatureName	db xref	function	GO biological process	locus tag	MultiFun	name	product	protein id	synonym	alternate product name	EC number	EnteroFam	GO cellular component	GO molecular function	structure	insertion sequence	regulation	molecular interaction	sequence correction	standard name	anticodon	codon recognized	note	comment	mutant phenotype	genetic interaction	transl except	modification	physical properties	evidence	ribosomal slippage	direction	pseudo	No Annotations	
ABE-0010528	CDS	Chromosome	forward	3346474	3347106	1	yrbL	UniProtKB/Swiss-Prot:P64610			b3207		yrbL	predicted protein	AAC76239.1	ECK3196 -!- JW3174	orf, hypothetical protein																									
ABE-0010530	CDS	Chromosome	complement	3347103	3347831	1	mtgA	UniProtKB/Swiss-Prot:P46022	putative enzyme; Not classified		b3208		mtgA	biosynthetic peptidoglycan transglycosylase	AAC76240.1	ECK3197 -!- JW3175	putative peptidoglycan enzyme	2.4.2.-	EnteroFam0010530: Trusted threshold=608.7; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0010532	CDS	Chromosome	complement	3347828	3348481	1	elbB	UniProtKB/Swiss-Prot:P0ABU5			b3209		elbB	isoprenoid biosynthesis protein with amidotransferase-like domain	AAC76241.1	ECK3198 -!- JW3176 -!- yhbL	sigma cross-reacting protein 27A (SCRP-27A)		EnteroFam0010532: Trusted threshold=524.6; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0010537	CDS	Chromosome	complement	3348711	3351047	1	arcB	UniProtKB/Swiss-Prot:P0AEC3	enzyme; Global regulatory functions		b3210		arcB	hybrid sensory histidine kinase in two-component regulatory system with ArcA	AAT48172.1	ECK3200 -!- JW5536	aerobic respiration sensor-response protein; histidine protein kinase/phosphatase, sensor for arcA	2.7.3.-								version m56: insertion of 2 aa (TG) after G468																
ABE-0010540	CDS	Chromosome	complement	3351143	3352072	1	yhcC	UniProtKB/Swiss-Prot:P0ADW6			b3211		yhcC	predicted Fe-S oxidoreductase	AAC76243.1	ECK3201 -!- JW3178	orf, hypothetical protein		EnteroFam0010540: Trusted threshold=845.1; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0010545	CDS	Chromosome	forward	3352654	3357207	1	gltB	UniProtKB/Swiss-Prot:P09831	enzyme; Central intermediary metabolism: Pool, multipurpose conversions		b3212		gltB	glutamate synthase, large subunit	AAC76244.1	aspB -!- ossB -!- ECK3202 -!- JW3179	glutamate synthase, large subunit	1.4.1.13	EnteroFam0010545: Trusted threshold=4437.8; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0010547	CDS	Chromosome	forward	3357220	3358638	1	gltD	UniProtKB/Swiss-Prot:P09832	enzyme; Central intermediary metabolism: Pool, multipurpose conversions		b3213		gltD	glutamate synthase, 4Fe-4S protein, small subunit	AAC76245.1	aspB -!- ossB -!- ECK3203 -!- JW3180	glutamate synthase, small subunit	1.4.1.13																								
ABE-0010549	CDS	Chromosome	forward	3359198	3359962	1	gltF	UniProtKB/Swiss-Prot:P28721	regulator; Central intermediary metabolism: Pool, multipurpose conversions		b3214		gltF	periplasmic protein	AAC76246.1	ossB -!- ECK3204 -!- JW3181	regulator of gltBDF operon, induction of Ntr enzymes																									
ABE-0010552	CDS	Chromosome	forward	3360134	3360808	1	yhcA	UniProtKB/Swiss-Prot:P28722	putative factor; Not classified		b3215		yhcA	predicted periplasmic chaperone protein	AAC76247.1	ECK3205 -!- JW3182	putative chaperone																									
ABE-0010554	CDS	Chromosome	forward	3360829	3363210	1	yhcD	UniProtKB/Swiss-Prot:P45420	putative membrane; Not classified		b3216		yhcD	predicted outer membrane protein	AAC76248.1	ECK3206 -!- JW3183	putative outer membrane protein																									
ABE-0010556	CDS	Chromosome	forward	3363207	3363686	1	yhcE_1	UniProtKB/Swiss-Prot:P45421			b3217		yhcE_1	predicted protein, N-ter fragment (pseudogene)	AAC76249.1	yhcE -!- ECK3207 -!- JW3184																										
ABE-0010557	repeat_region	Chromosome	forward	3363578	3364772	1																	IS5																			
ABE-0010559	CDS	Chromosome	complement	3363724	3364740	1	insH-10	UniProtKB/Swiss-Prot:P03837	IS, phage, Tn; Transposon-related functions		b3218	extrachromosomal; transposon related	insH-10	IS5 transposase and trans-activator	AAC76250.1	trs5_10 -!- yi5210 -!- ECK0261 -!- JW3185 -!- insH																										
ABE-0010564	CDS	Chromosome	forward	3364948	3365664	1	yhcF	UniProtKB/Swiss-Prot:P45422	putative regulator; Not classified		b3219		yhcF	predicted transcriptional regulator	AAC76251.1	ECK3208 -!- JW3188	putative transcriptional regulator																									
ABE-0010567	CDS	Chromosome	forward	3365849	3366976	1	yhcG	UniProtKB/Swiss-Prot:P45423			b3220		yhcG	conserved protein	AAC76252.1	ECK3209 -!- JW3189	orf, hypothetical protein																									
ABE-0010569	CDS	Chromosome	complement	3367036	3367500	1	yhcH	UniProtKB/Swiss-Prot:P45424			b3221		yhcH	conserved protein	AAC76253.1	ECK3210 -!- JW3190	orf, hypothetical protein																									
ABE-0010571	CDS	Chromosome	complement	3367497	3368372	1	nanK	UniProtKB/Swiss-Prot:P45425	putative regulator; Not classified		b3222		nanK	predicted N-acetylmannosamine kinase	AAC76254.1	yhcI -!- ECK3211 -!- JW5538		2.7.1.60																								
ABE-0010575	CDS	Chromosome	complement	3368369	3369058	1	nanE	UniProtKB/Swiss-Prot:P0A761	putative enzyme; Not classified		b3223		nanE	predicted N-acetylmannosamine-6-P epimerase	AAC76255.1	yhcJ -!- ECK3212 -!- JW3192		5.1.3.9																								
ABE-0010577	CDS	Chromosome	complement	3369106	3370596	1	nanT	UniProtKB/Swiss-Prot:P41036	transport; Murein sacculus, peptidoglycan		b3224		nanT	sialic acid transporter	AAC76256.1	ECK3213 -!- JW3193	sialic acid transporter																									
ABE-0010579	CDS	Chromosome	complement	3370705	3371598	1	nanA	UniProtKB/Swiss-Prot:P0A6L4 -!- GI:1789620	enzyme; Surface polysaccharides & antigens -!- catabolism of sialic acid	GO:0046349 amino sugar biosynthesis	b3225		nanA	N-acetylneuraminate lyase	AAC76257.1	ECK3214 -!- JW3194		4.1.3.3			GO:0008747 N-acetylneuraminate lyase activity																					
ABE-0010584	CDS	Chromosome	complement	3371720	3372511	1	nanR	UniProtKB/Swiss-Prot:P0A8W0	putative regulator; Not classified		b3226		nanR	DNA-binding transcriptional dual regulator	AAC76258.1	yhcK -!- ECK3215 -!- JW3195																										
ABE-0010589	CDS	Chromosome	forward	3372891	3374258	1	dcuD	UniProtKB/Swiss-Prot:P45428	putative transport; Not classified		b3227		dcuD	predicted transporter	AAC76259.1	yhcL -!- ECK3216 -!- JW3196																										
ABE-0010591	CDS	Chromosome	complement	3374301	3374798	1	sspB	UniProtKB/Swiss-Prot:P0AFZ3	regulator; Global regulatory functions		b3228		sspB	ClpXP protease specificity-enhancing factor	AAC76260.1	ECK3217 -!- JW3197	stringent starvation protein B		EnteroFam0010591: Trusted threshold=405.1; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0010594	CDS	Chromosome	complement	3374804	3375442	1	sspA	UniProtKB/Swiss-Prot:P0ACA3	regulator; Global regulatory functions		b3229		sspA	stringent starvation protein A	AAC76261.1	pog -!- ECK3218 -!- JW3198	regulator of transcription; stringent starvation protein A		EnteroFam0010594: Trusted threshold=607.7; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0010597	CDS	Chromosome	complement	3375837	3376229	1	rpsI	UniProtKB/Swiss-Prot:P0A7X3	structural component; Ribosomal proteins - synthesis, modification		b3230		rpsI	30S ribosomal subunit protein S9	AAC76262.1	ECK3219 -!- JW3199	30S ribosomal subunit protein S9		EnteroFam0010597: Trusted threshold=381.1; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0010599	CDS	Chromosome	complement	3376245	3376673	1	rplM	UniProtKB/Swiss-Prot:P0AA10	structural component; Ribosomal proteins - synthesis, modification		b3231		rplM	50S ribosomal subunit protein L13	AAC76263.1	ECK3220 -!- JW3200	50S ribosomal subunit protein L13		EnteroFam0010599: Trusted threshold=434.7; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0010602	CDS	Chromosome	complement	3376892	3378019	1	yhcM	UniProtKB/Swiss-Prot:P64612			b3232		yhcM	conserved protein with nucleoside triphosphate hydrolase domain	AAC76264.1	ECK3221 -!- JW3201	orf, hypothetical protein		EnteroFam0010602: Trusted threshold=938.3; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0010606	CDS	Chromosome	forward	3378213	3378611	1	yhcB	UniProtKB/Swiss-Prot:P0ADW3			b3233		yhcB	conserved protein	AAC76265.1	ECK3222 -!- JW5539	orf, hypothetical protein	1.10.3.-	EnteroFam0010606: Trusted threshold=83.7; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0010609	CDS	Chromosome	forward	3378765	3380132	1	degQ	UniProtKB/Swiss-Prot:P39099	enzyme; Degradation of proteins, peptides, glyco		b3234		degQ	serine endoprotease, periplasmic	AAC76266.1	hhoA -!- ECK3223 -!- JW3203	serine endoprotease	3.4.21.-																								
ABE-0010611	CDS	Chromosome	forward	3380222	3381289	1	degS	UniProtKB/Swiss-Prot:P0AEE3	enzyme; Degradation of proteins, peptides, glyco		b3235		degS	serine endoprotease, periplasmic	AAC76267.1	hhoB -!- htrH -!- ECK3224 -!- JW3204	protease	3.4.21.-	EnteroFam0010611: Trusted threshold=809.4; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0010613	CDS	Chromosome	complement	3381352	3382290	1	mdh	UniProtKB/Swiss-Prot:P61889	enzyme; Energy metabolism, carbon: TCA cycle		b3236		mdh	malate dehydrogenase, NAD(P)-binding	AAC76268.1	ECK3225 -!- JW3205	malate dehydrogenase	1.1.1.37	EnteroFam0010613: Trusted threshold=881.8; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0010620	CDS	Chromosome	forward	3382725	3383195	1	argR	UniProtKB/Swiss-Prot:P0A6D0	regulator; Amino acid biosynthesis: Arginine		b3237		argR	DNA-binding transcriptional dual regulator, L-arginine-binding	AAC76269.1	xerA -!- ECK3226 -!- JW3206	repressor of arg regulon; cer-mediated site specific recombination		EnteroFam0010620: Trusted threshold=449.8; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0010623	CDS	Chromosome	forward	3383560	3383823	1	yhcN	UniProtKB/Swiss-Prot:P64614			b3238		yhcN	conserved protein	AAC76270.1	ECK3227 -!- JW5540	orf, hypothetical protein																									
ABE-0010625	CDS	Chromosome	complement	3383879	3384151	1	yhcO	UniProtKB/Swiss-Prot:P64616			b3239		yhcO	predicted barnase inhibitor	AAC76271.1	ECK3228 -!- JW3208	orf, hypothetical protein																									
ABE-0010629	CDS	Chromosome	complement	3384243	3386210	1	aaeB	UniProtKB/Swiss-Prot:P46481			b3240		aaeB	p-hydroxybenzoic acid efflux system component	AAC76272.1	yhcP -!- ECK3229 -!- JW3209			EnteroFam0010629: Trusted threshold=1571.2; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0010631	CDS	Chromosome	complement	3386216	3387148	1	aaeA	UniProtKB/Swiss-Prot:P46482			b3241		aaeA	p-hydroxybenzoic acid efflux system component	AAC76273.1	yhcQ -!- ECK3230 -!- JW3210			EnteroFam0010631: Trusted threshold=784.3; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0010636	CDS	Chromosome	complement	3387156	3387359	1	aaeX	UniProtKB/Swiss-Prot:P46478			b3242		aaeX	membrane protein of efflux system	AAC76274.1	yhcR -!- ECK3231 -!- JW5541	orf, hypothetical protein		EnteroFam0010636: Trusted threshold=156.9; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).					expression regulated by p-hydroxybenzoic acid; expression is upregulated following 60 minutes exposure to 25 mM pHBA -!- expression regulated by AaeR ASAP:ABE-0010639; expression of the aaeXAB operon is positively regulated by AaeR -!- expression regulated by several aromatic acids; expression of an aaeXAB promoter-driven luxCDABE reporter is elevated following exposure to pHBA, salicylate, benzoate, and 1-naphthoate																		
ABE-0010639	CDS	Chromosome	forward	3387542	3388471	1	aaeR	UniProtKB/Swiss-Prot:P67662	positively regulates expression of the aaeXAB operon		b3243		aaeR	predicted DNA-binding transcriptional regulator, efflux system	AAC76275.1	yhcS -!- qseA -!- ECK3232 -!- JW3212	transcriptional regulator, LysR family		EnteroFam0010639: Trusted threshold=843.7; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).													aaeR::TN(Kan); null mutant fails to induce expression of an aaeXAB promoter-driven luxCDABE reporter in response to p-hydroxybenzoic acid exposure -!- aaeR::TN(Kan); null mutant is hypersensitive to p-hydroxybenzoic acid										
ABE-0010642	CDS	Chromosome	complement	3388605	3390050	1	tldD	UniProtKB/Swiss-Prot:P0AGG8	phenotype; Not classified		b3244		tldD	predicted peptidase	AAC76276.1	ECK3233 -!- JW3213	suppresses inhibitory activity of CsrA																									
ABE-0010651	CDS	Chromosome	complement	3394348	3395817	1	rng	UniProtKB/Swiss-Prot:P0A9J0	structural component; Cell division		b3247		rng	ribonuclease G	AAC76279.1	cafA -!- ECK3235 -!- JW3216		3.1.4.-	EnteroFam0010651: Trusted threshold=1460.8; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0010653	CDS	Chromosome	complement	3395807	3396400	1	yhdE	UniProtKB/Swiss-Prot:P25536			b3248		yhdE	conserved protein	AAC76280.1	ECK3236 -!- JW3217	orf, hypothetical protein		EnteroFam0010653: Trusted threshold=474.5; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0010656	CDS	Chromosome	complement	3396409	3396897	1	mreD	UniProtKB/Swiss-Prot:P0ABH4	structural component; Murein sacculus, peptidoglycan		b3249		mreD	cell wall structural complex MreBCD transmembrane component MreD	AAC76281.1	ECK3237 -!- JW3218			EnteroFam0010656: Trusted threshold=429.2; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0010658	CDS	Chromosome	complement	3396897	3398000	1	mreC	UniProtKB/Swiss-Prot:P16926	structural component; Murein sacculus, peptidoglycan		b3250		mreC	cell wall structural complex MreBCD transmembrane component MreC	AAC76282.1	ECK3238 -!- JW3219	rod shape-determining protein		EnteroFam0010658: Trusted threshold=837.7; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0010661	CDS	Chromosome	complement	3398066	3399109	1	mreB	UniProtKB/Swiss-Prot:P0A9X4	phenotype; Cell division		b3251		mreB	cell wall structural complex MreBCD, actin-like component MreB	AAC76283.1	envB -!- mon -!- rodY -!- ECK3239 -!- JW3220	regulator of ftsI, penicillin binding protein 3, septation function		EnteroFam0010661: Trusted threshold=1057; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0010663	CDS	Chromosome	complement	3399414	3401354	1	yhdA	UniProtKB/Swiss-Prot:P13518			b3252		yhdA	conserved inner membrane protein	AAC76284.1	ECK3240 -!- JW3221	orf, hypothetical protein		EnteroFam0010663: Trusted threshold=1795.8; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0010667	CDS	Chromosome	forward	3401506	3402480	1	yhdH	UniProtKB/Swiss-Prot:P26646	putative enzyme; Not classified		b3253		yhdH	predicted oxidoreductase, Zn-dependent and NAD(P)-binding	AAC76285.1	ECK3241 -!- JW3222	putative dehydrogenase		EnteroFam0010667: Trusted threshold=827.1; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0010675	CDS	Chromosome	forward	3403458	3403928	1	accB	UniProtKB/Swiss-Prot:P0ABD8	carrier; Biosynthesis of cofactors, carriers: biotin carboxyl carrier protein (BCCP)		b3255		accB	acetyl CoA carboxylase, BCCP subunit	AAC76287.1	fabE -!- ECK3242 -!- JW3223	acetylCoA carboxylase, BCCP subunit; carrier of biotin		EnteroFam0010675: Trusted threshold=368.6; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0010677	CDS	Chromosome	forward	3403939	3405288	1	accC	UniProtKB/Swiss-Prot:P24182	enzyme; Fatty acid and phosphatidic acid biosynthesis		b3256		accC	acetyl-CoA carboxylase, biotin carboxylase subunit	AAC76288.1	fabG -!- ECK3243 -!- JW3224	acetyl CoA carboxylase, biotin carboxylase subunit	6.3.4.14 -!- 6.4.1.2	EnteroFam0010677: Trusted threshold=1354.7; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0010690	CDS	Chromosome	forward	3405397	3405639	1	yhdT	UniProtKB/Swiss-Prot:P45566			b3257		yhdT	conserved inner membrane protein	AAC76289.1	ECK3244 -!- JW3225	orf, hypothetical protein																									
ABE-0010695	CDS	Chromosome	forward	3405629	3407080	1	panF	UniProtKB/Swiss-Prot:P16256	transport; Transport of small molecules: Cations		b3258		panF	pantothenate:sodium symporter	AAC76290.1	ECK3245 -!- JW3226	sodium/pantothenate symporter		EnteroFam0010695: Trusted threshold=1250.5; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0010697	CDS	Chromosome	forward	3407092	3407973	1	prmA	UniProtKB/Swiss-Prot:P0A8T1	enzyme; Ribosomal proteins - synthesis, modification		b3259		prmA	methylase for 50S ribosomal subunit protein L11	AAC76291.1	ECK3246 -!- JW3227	methylase for 50S ribosomal subunit protein L11	2.1.1.-	EnteroFam0010697: Trusted threshold=844.7; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0010700	CDS	Chromosome	forward	3408302	3409267	1	dusB	UniProtKB/Swiss-Prot:P0ABT5	putative enzyme; Not classified		b3260		dusB	tRNA-dihydrouridine synthase B	AAC76292.1	ECK3247 -!- JW3228 -!- yhdG	putative dehydrogenase	1.-.-.-	EnteroFam0010700: Trusted threshold=793; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0010703	CDS	Chromosome	forward	3409293	3409589	1	fis	UniProtKB/Swiss-Prot:P0A6R3	factor; DNA - replication, repair, restriction/modification		b3261		fis	global DNA-binding transcriptional dual regulator	AAC76293.1	nbp -!- ECK3248 -!- JW3229	site-specific DNA inversion stimulation factor; DNA-binding protein; a trans activator for transcription		EnteroFam0010703: Trusted threshold=291.7; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0010706	CDS	Chromosome	forward	3409675	3410559	1	yhdJ	UniProtKB/Swiss-Prot:P28638	putative enzyme; Not classified		b3262		yhdJ	predicted methyltransferase	AAC76294.1	ECK3249 -!- JW5543	putative methyltransferase	2.1.1.72																								
ABE-0010710	CDS	Chromosome	forward	3410643	3410822	1	yhdU	UniProtKB/Swiss-Prot:P64619			b3263		yhdU	predicted membrane protein	AAC76295.1	ECK3250 -!- JW3231	orf, hypothetical protein																									
ABE-0010712	CDS	Chromosome	complement	3410825	3411487	1	envR	UniProtKB/Swiss-Prot:P0ACT2	putative regulator; Not classified		b3264		envR	DNA-binding transcriptional regulator	AAC76296.1	acrS -!- ECK3251 -!- JW3232	putative transcriptional regulator																									
ABE-0010722	CDS	Chromosome	forward	3411886	3413043	1	acrE	UniProtKB/Swiss-Prot:P24180	membrane; Inner membrane		b3265		acrE	cytoplasmic membrane lipoprotein	AAC76297.1	envC -!- ECK3252 -!- JW3233	transmembrane protein affects septum formation and cell membrane permeability																									
ABE-0010724	CDS	Chromosome	forward	3413055	3416159	1	acrF	UniProtKB/Swiss-Prot:P24181	membrane; Drug/analog sensitivity		b3266		acrF	multidrug efflux system protein	AAC76298.1	envD -!- ECK3253 -!- JW3234	integral transmembrane protein; acridine resistance																									
ABE-0010728	CDS	Chromosome	forward	3416412	3416633	1	yhdV	UniProtKB/Swiss-Prot:P64622			b3267		yhdV	predicted outer membrane protein	AAC76299.1	ECK3254 -!- JW3235	orf, hypothetical protein																									
ABE-0010731	CDS	Chromosome	forward	3417171	3418088	1	yhdW	UniProtKB/Swiss-Prot:P45766	putative transport; Not classified		b3268		yhdW	predicted amino-acid transporter subunit -!- periplasmic-binding component of ABC superfamily	AAC76300.1	ECK3255 -!- JW3236	putative periplasmic binding transport protein																									
ABE-0010733	CDS	Chromosome	forward	3418156	3419337	1	yhdX	UniProtKB/Swiss-Prot:P45767	putative transport; Not classified		b3269		yhdX	predicted amino-acid transporter subunit -!- membrane component of ABC superfamily	AAT48174.1	ECK3256 -!- JW5544	putative transport system permease protein									version m56: frameshift error corrected, altering C-term.																
ABE-0010736	CDS	Chromosome	forward	3419347	3420450	1	yhdY	UniProtKB/Swiss-Prot:P45768	putative transport; Not classified		b3270		yhdY	predicted amino-acid transporter subunit -!- membrane component of ABC superfamily	AAC76302.1	ECK3257 -!- JW5545	putative transport system permease protein																									
